번호,연도,월,시도,구,상호,주소,상표,셀프여부,고급휘발유,휘발유,경유,실내등유
A0000631,2021년,12월,서울,은평구,지에스칼텍스㈜ 녹번주유소,서울 은평구 통일로 600 (녹번동),GS칼텍스,셀프,1823.0,1623.39,1466.39,
A0033131,2021년,12월,서울,은평구,뉴타운셀프주유소,서울 은평구 통일로 1031,S-OIL,셀프,,1667.61,1500.52,
A0009989,2021년,12월,서울,송파구,상아주유소,서울 송파구 거마로 82,현대오일뱅크,셀프,,1664.0,1491.5,1150.0
A0010018,2021년,12월,서울,송파구,송파알찬주유소,서울 송파구 백제고분로 229 (삼전동),S-OIL,셀프,,1670.65,1520.0,
A0000238,2021년,12월,서울,용산구,한남지점,서울 용산구 한남대로21길 4 (한남동),SK에너지,일반,2352.58,2131.29,1965.35,
A0009725,2021년,12월,서울,강남구,현대오일뱅크(주)직영 신사현대주유소,서울 강남구 도산대로 163 (신사동),현대오일뱅크,일반,2088.03,1884.0,1722.0,
A0010236,2021년,12월,서울,강남구,SK에너지㈜ 진달래주유소,서울 강남구 도곡로 208,SK에너지,일반,1851.77,1733.39,1568.35,
A0000746,2021년,12월,서울,서대문구,삼미상사(주)서부주유소,서울 서대문구 성산로 255,SK에너지,셀프,,1643.42,1492.52,
A0010033,2021년,12월,서울,송파구,현대오일뱅크㈜직영 거여셀프주유소,서울 송파구 거마로 5 (거여동),현대오일뱅크,셀프,1831.0,1698.77,1542.0,
A0000221,2021년,12월,서울,용산구,한석주유소,서울 용산구 이촌로 164,SK에너지,일반,2194.84,1934.87,1848.29,
A0009254,2021년,12월,서울,동대문구,(주)안국에너지 삼원셀프주유소,서울 동대문구 망우로 90 (휘경동),SK에너지,셀프,,1662.19,1474.77,1200.0
A0000591,2021년,12월,서울,서대문구,연희주유소,서울 서대문구 연희로 129 (연희동 89-7번지),SK에너지,일반,1911.58,1651.23,1503.81,
A0009182,2021년,12월,서울,동대문구,(주)경동주유소,서울 동대문구 이문로 191 (이문동),S-OIL,셀프,,1625.23,1460.06,1200.0
A0000498,2021년,12월,서울,강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),S-OIL,셀프,,1814.77,1617.23,
A0010048,2021년,12월,서울,송파구,한강에너지(주)퍼스트주유소,서울 송파구 삼학사로 22 (석촌동),SK에너지,셀프,1814.16,1657.29,1495.29,
A0000232,2021년,12월,서울,용산구,현대오일뱅크(주)갈월동주유소,서울특별시 용산구  한강대로 322 (남영동),현대오일뱅크,일반,2407.55,1952.35,1817.39,1090.0
A0033343,2021년,12월,서울,송파구,지에스칼텍스(주)스마트위례주유소,서울 송파구 위례중앙로 43 (장지동),GS칼텍스,셀프,1793.55,1661.48,1497.06,
A0009669,2021년,12월,서울,도봉구,현대오일뱅크㈜직영 영신주유소,서울 도봉구 방학로 151,현대오일뱅크,일반,1884.0,1673.77,1513.9,1156.1
A0009413,2021년,12월,서울,광진구,유니스에너지 자양주유소,서울 광진구 아차산로 298 (자양동),SK에너지,일반,1869.68,1699.68,1547.68,
A0000747,2021년,12월,서울,서대문구,중앙에너비스 동교지점,서울 서대문구 연희로 12 (창천동),SK에너지,셀프,1889.61,1637.35,1480.26,
A0010036,2021년,12월,서울,송파구,현대오일뱅크㈜직영 서원주유소,서울 송파구 중대로 154 (가락동),현대오일뱅크,일반,1884.0,1724.32,1562.32,1295.0
A0010034,2021년,12월,서울,송파구,현대오일뱅크㈜직영 올림픽셀프주유소,서울 송파구 위례성대로 188 (오금동),현대오일뱅크,셀프,1831.0,1679.65,1531.81,
A0000925,2021년,12월,서울,용산구,서계주유소,서울 용산구  청파로 367 (청파동),GS칼텍스,일반,2899.42,2405.39,2270.87,1866.0
A0009218,2021년,12월,서울,동대문구,(주)파랑에너지,서울 동대문구 망우로 126,GS칼텍스,셀프,1842.23,1644.35,1456.35,1050.0
A0000568,2021년,12월,서울,서대문구,광호주유소,서울 서대문구 연희로 266 (홍은동),SK에너지,일반,,1677.68,1533.81,
A0001027,2021년,12월,서울,양천구,(주)삼표에너지 목동주유소,서울 양천구 목동서로 129 (목동),GS칼텍스,셀프,1793.81,1618.13,1457.52,
A0009232,2021년,12월,서울,동대문구,(주)자연에너지 국민주유소,서울 동대문구 답십리로 223 (답십리동),현대오일뱅크,셀프,,1583.23,1415.97,
A0000520,2021년,12월,서울,강서구,하이웨이주유소,서울특별시 강서구 공항대로 432(화곡동),S-OIL,셀프,1761.9,1626.61,1458.87,
A0000534,2021년,12월,서울,강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,SK에너지,일반,,1727.68,1557.68,1332.26
A0000228,2021년,12월,서울,용산구,에너비스,서울 용산구 한남대로 82 (한남동),SK에너지,일반,2352.58,2131.29,1965.35,
A0009838,2021년,12월,서울,강남구,현대오일뱅크(주)직영 산성셀프주유소,서울 강남구 헌릉로 730,현대오일뱅크,셀프,1878.39,1665.26,1487.45,
A0010162,2021년,12월,서울,송파구,현대오일뱅크㈜직영 잠실셀프주유소,서울 송파구 송파대로 397 (석촌동),현대오일뱅크,셀프,1788.19,1657.19,1495.55,1240.0
A0000134,2021년,12월,서울,서대문구,구도일주유소 두꺼비,서울 서대문구 성산로 312,S-OIL,셀프,,1622.16,1467.32,1190.32
A0000202,2021년,12월,서울,용산구,제3한강주유소,서울 용산구 한남대로 45 (한남동),GS칼텍스,일반,2228.0,1998.0,1798.0,
A0009333,2021년,12월,서울,광진구,용마주유소,서울 광진구 용마산로 68 (중곡동),GS칼텍스,일반,,1624.71,1432.03,
A0000737,2021년,12월,서울,서대문구,남정주유소,서울 서대문구 모래내로 243 (남가좌동),GS칼텍스,일반,,1632.16,1473.77,1250.0
A0009715,2021년,12월,서울,강남구,㈜새서울석유 새서울주유소,서울 강남구 압구정로 154,현대오일뱅크,일반,2127.65,1920.26,1742.61,1336.38
A0000998,2021년,12월,서울,양천구,(주)서부트럭터미날,서울 양천구 신정로 167 (신정동),현대오일뱅크,일반,,1651.9,1489.65,1250.0
A0009724,2021년,12월,서울,강남구,현대오일뱅크(주)직영 한양주유소,서울 강남구 압구정로 302 (신사동),현대오일뱅크,일반,2065.0,1884.0,1717.0,
A0004458,2021년,12월,서울,광진구,정해네트웍스(주)일진주유소,서울 광진구 동일로 413 (중곡동),S-OIL,셀프,1769.26,1610.55,1429.9,
A0032674,2021년,12월,서울,도봉구,한이에너지(주) 쌍문주유소,서울 도봉구 도봉로 547 (쌍문동),S-OIL,셀프,,1583.1,1423.03,
A0000567,2021년,12월,서울,강서구,유턴주유소,서울 강서구 남부순환로 57,알뜰주유소,셀프,,1597.71,1432.52,1100.0
A0033600,2021년,12월,서울,송파구,위례드림주유소,서울시 송파구  위례중앙로 10,S-OIL,셀프,1785.0,1635.5,1453.83,
A0010021,2021년,12월,서울,송파구,완불주유소,서울 송파구 송파대로 3 (장지동),SK에너지,셀프,1794.03,1672.68,1511.42,
A0000707,2021년,12월,서울,은평구,(주)명연에너지 수색훼미리주유소,서울 은평구 수색로 236 (수색동),현대오일뱅크,셀프,,1616.1,1459.32,
A0000669,2021년,12월,서울,서대문구,현대오일뱅크㈜직영 독립문주유소,서울 서대문구 통일로 384 (홍제동),현대오일뱅크,일반,1875.0,1658.84,1495.26,
A0010207,2021년,12월,서울,강남구,SK서광주유소,서울 강남구 역삼로 142,SK에너지,셀프,1875.0,1725.0,1575.0,
A0010023,2021년,12월,서울,송파구,송파주유소,서울 송파구 송이로 28 (송파동),GS칼텍스,셀프,,1684.94,1541.0,1300.0
A0000928,2021년,12월,서울,서초구,(주)대농석유 남태령주유소,서울 서초구 과천대로 838 (방배동),SK에너지,셀프,,1661.77,1497.58,
A0000619,2021년,12월,서울,은평구,㈜오일닷컴 다회주유소,서울 은평구 증산로 441,S-OIL,셀프,,1618.03,1458.03,
A0009599,2021년,12월,서울,도봉구,지에스칼텍스㈜ 방학동주유소,서울 도봉구 방학로 186,GS칼텍스,셀프,1793.0,1610.71,1443.71,1150.0
A0000530,2021년,12월,서울,강서구,우장산주유소,서울 강서구 강서로 292 (내발산동),SK에너지,셀프,,1657.68,1477.68,1322.26
A0001839,2021년,12월,서울,강동구,(주)소모 신월주유소,서울 강동구 양재대로 1323 (성내동),GS칼텍스,셀프,1797.1,1667.42,1517.13,1200.0
A0009710,2021년,12월,서울,강남구,SK논현주유소,서울 강남구 논현로 747 (논현동),SK에너지,일반,2298.39,2120.81,1904.29,1380.0
A0009421,2021년,12월,서울,광진구,현대오일뱅크(주) 중원셀프주유소,서울 광진구 동일로 398 (중곡동),현대오일뱅크,셀프,1860.0,1637.26,1452.03,1100.0
A0000495,2021년,12월,서울,강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),GS칼텍스,셀프,1799.0,1602.74,1445.74,1200.0
A0000686,2021년,12월,서울,은평구,(주)디오티디 은평유니콘주유소,서울 은평구 통일로 1151 (진관동),현대오일뱅크,일반,1864.0,1653.68,1472.71,1090.0
A0000716,2021년,12월,서울,서대문구,현대오일뱅크(주)직영 연세주유소,서울 서대문구 연희로 184,현대오일뱅크,셀프,1875.0,1643.39,1481.84,
A0000240,2021년,12월,서울,용산구,현대오일뱅크(주)직영 소월길주유소,서울 용산구 소월로 66 (후암동),현대오일뱅크,일반,2414.55,1956.16,1824.52,
A0033059,2021년,12월,서울,송파구,지에스칼텍스(주)가든파이브주유소,서울 송파구 탄천동로 740,GS칼텍스,셀프,1788.23,1656.42,1494.97,
A0010235,2021년,12월,서울,강남구,SK에너지(주) 매봉주유소,서울 강남구 언주로 307,SK에너지,셀프,1861.74,1735.97,1578.16,
A0009682,2021년,12월,서울,도봉구,현대오일뱅크㈜직영 도봉현대셀프주유소,서울 도봉구 도봉로 941 (도봉동),현대오일뱅크,셀프,,1595.0,1439.13,
A0001193,2021년,12월,서울,서대문구,지에스칼텍스(주)홍제동주유소,서울 서대문구 통일로 372,GS칼텍스,셀프,1833.0,1623.39,1465.42,
A0000230,2021년,12월,서울,용산구,현대오일뱅크㈜직영 강변현대주유소,서울 용산구 원효로 9 (청암동),현대오일뱅크,일반,1992.32,1835.71,1675.06,
A0009807,2021년,12월,서울,강동구,(주)삼표에너지 고덕주유소,서울 강동구 고덕로 39 (암사동),GS칼텍스,셀프,1978.0,1777.0,1598.0,1403.0
A0000015,2021년,12월,서울,송파구,지에스이앤알 직영 송파제일주유소,서울 송파구 삼학사로 50 (석촌동),현대오일뱅크,셀프,,1653.61,1490.71,
A0000549,2021년,12월,서울,강서구,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),현대오일뱅크,셀프,,1616.35,1463.97,
A0009938,2021년,12월,서울,송파구,제트라인DM주유소,서울 송파구 중대로 183 (가락동),현대오일뱅크,일반,,1687.35,1541.71,
A0009330,2021년,12월,서울,광진구,태양주유소,서울 광진구 동일로 345 (중곡동),현대오일뱅크,일반,,1591.81,1416.58,
A0000229,2021년,12월,서울,용산구,현대오일뱅크㈜직영 한남동주유소,서울 용산구 한남대로 204 (한남동),현대오일뱅크,일반,2284.71,1952.52,1819.13,
A0009629,2021년,12월,서울,도봉구,한이에너지(주)KLP제1주유소,서울 도봉구 도봉로 596 (창동),현대오일뱅크,일반,,1583.45,1423.39,
A0033424,2021년,12월,서울,송파구,위례제일주유소,서울 송파구 위례서로 260,S-OIL,셀프,,1654.94,1487.87,
A0000627,2021년,12월,서울,서대문구,행촌제2주유소,서울 서대문구 성산로 490 (대신동),SK에너지,셀프,1902.52,1645.03,1496.23,
A0009610,2021년,12월,서울,강북구,덕릉로주유소,서울 강북구 덕릉로 158 (번동),S-OIL,셀프,,1593.1,1426.9,
A0009197,2021년,12월,서울,중랑구,현대오일뱅크㈜직영 중랑교셀프주유소,서울 중랑구 망우로 229 (중화동),현대오일뱅크,셀프,1886.77,1670.26,1510.87,
A0000818,2022년,01월,서울,구로구,서서울고속주유소,서울 구로구 경인로 150 (오류동),GS칼텍스,셀프,,1665.77,1487.52,
A0002243,2022년,01월,서울,성동구,SK KH에너지 성수만세주유소,서울 성동구 왕십리로 109,SK에너지,셀프,1895.0,1690.9,1502.81,
A0000833,2022년,01월,서울,구로구,SK구로주유소,서울 구로구 구일로 94 (구로동),SK에너지,일반,,1633.48,1468.32,1210.32
A0001119,2022년,01월,서울,관악구,지에스칼텍스㈜ 난곡주유소,서울 관악구 난곡로 206,GS칼텍스,일반,,1695.77,1558.61,
A0001055,2022년,01월,서울,금천구,남서울경복에너지,서울 금천구 독산로 257 (독산동),현대오일뱅크,셀프,,1655.0,1464.03,1200.0
A0000230,2022년,01월,서울,용산구,현대오일뱅크㈜직영 강변현대주유소,서울 용산구 원효로 9 (청암동),현대오일뱅크,일반,1958.0,1811.19,1651.84,
A0009394,2022년,01월,서울,성동구,KLP제2주유소,서울 성동구 동일로 249 (송정동),현대오일뱅크,셀프,,1614.68,1435.32,
A0009845,2022년,01월,서울,도봉구,노원교주유소,서울 도봉구 마들로 776 (도봉동),현대오일뱅크,셀프,,1644.97,1455.94,
A0009932,2022년,01월,서울,송파구,남성대주유소,서울 송파구 송파대로 52 (장지동),SK에너지,셀프,,1645.42,1466.42,
A0009392,2022년,01월,서울,성동구,(주)옥수하이웨이스테이션,서울 성동구 독서당로 168 (옥수동),GS칼텍스,일반,2228.71,1976.71,1776.71,
A0000229,2022년,01월,서울,용산구,현대오일뱅크㈜직영 한남동주유소,서울 용산구 한남대로 204 (한남동),현대오일뱅크,일반,2285.74,1951.48,1826.74,
A0005701,2022년,01월,서울,강동구,sk해뜨는주유소,서울 강동구  상일로 132 (강일동),SK에너지,셀프,,1747.84,1564.94,1224.19
A0001152,2022년,01월,서울,관악구,유림주유소,서울 관악구 신림로 176 (신림동),S-OIL,일반,,1689.68,1501.94,1198.0
A0009361,2022년,01월,서울,성동구,(주)서울에너지 직영,서울 성동구 천호대로 324 (용답동),S-OIL,셀프,,1604.39,1422.0,
A0001025,2022년,01월,서울,양천구,현대오일뱅크(주)직영 양천현대셀프주유소,서울 양천구 안양천로 1179 (목동),현대오일뱅크,셀프,1809.81,1609.06,1457.06,
A0000686,2022년,01월,서울,은평구,(주)디오티디 은평유니콘주유소,서울 은평구 통일로 1151 (진관동),현대오일뱅크,일반,1871.74,1648.0,1467.0,1112.58
A0016244,2022년,01월,서울,금천구,구광주유소,서울 금천구 서부샛길 674 (가산동),S-OIL,일반,,1605.0,1425.0,1026.45
A0010144,2022년,01월,서울,도봉구,대성산업(주)신창주유소,서울 도봉구 덕릉로 267 (창동),GS칼텍스,셀프,,1608.81,1432.03,
A0010175,2022년,01월,서울,송파구,대성석유(주)석촌주유소,서울 송파구 백제고분로 289,GS칼텍스,일반,1896.35,1704.1,1570.23,1330.65
A0009919,2022년,01월,서울,서초구,현대오일뱅크㈜직영 양재현대주유소,서울 서초구 마방로 6,현대오일뱅크,일반,1852.71,1689.0,1519.0,1208.06
A0000812,2022년,01월,서울,구로구,SK에너지(주)직영 개봉동주유소,서울 구로구 경인로 290 (개봉동),SK에너지,일반,,1693.84,1509.97,1121.77
A0000707,2022년,01월,서울,은평구,(주)명연에너지 수색훼미리주유소,서울 은평구 수색로 236 (수색동),현대오일뱅크,셀프,,1633.19,1493.52,
A0009905,2022년,01월,서울,서초구,현대오일뱅크㈜직영 사평로주유소,서울 서초구 사평대로 350 (서초동),현대오일뱅크,일반,2064.4,1855.0,1731.0,
A0001155,2022년,01월,서울,관악구,서일석유(주)락성주유소,서울 관악구 남부순환로 1920 (봉천동),GS칼텍스,셀프,1870.0,1678.71,1516.71,1154.84
A0009678,2022년,01월,서울,강북구,북서울고속주유소,서울 강북구 삼양로 410 (수유동),S-OIL,셀프,,1583.94,1415.55,
A0009668,2022년,01월,서울,도봉구,도봉제일주유소(주)송만에너지,서울 도봉구 도봉로 783 (도봉동),현대오일뱅크,일반,,1578.39,1408.87,1109.35
A0000619,2022년,01월,서울,은평구,㈜오일닷컴 다회주유소,서울 은평구 증산로 441,S-OIL,셀프,,1620.29,1460.29,
A0009640,2022년,01월,서울,강북구,현대오일뱅크(주)직영 번동셀프주유소,서울 강북구 한천로 963 (번동),현대오일뱅크,셀프,1892.74,1601.1,1430.19,
A0000961,2022년,01월,서울,양천구,현대오일뱅크㈜직영 목동셀프주유소,서울 양천구 공항대로 648 (목동),현대오일뱅크,셀프,,1620.61,1460.61,
A0000919,2022년,01월,서울,서초구,현대오일뱅크(주)직영 팔레스주유소,서울 서초구 사평대로 136 (반포동),현대오일뱅크,일반,1818.23,1658.23,1496.23,
A0000240,2022년,01월,서울,용산구,현대오일뱅크(주)직영 소월길주유소,서울 용산구 소월로 66 (후암동),현대오일뱅크,일반,2414.74,1954.48,1833.74,
A0010135,2022년,01월,서울,도봉구,극동유화(주) 대안주유소,서울 도봉구 마들로 574 (창동),S-OIL,셀프,,1601.97,1435.52,
A0009293,2022년,01월,서울,성동구,삼우주유소,서울 성동구 천호대로 392,SK에너지,일반,,1690.26,1516.42,
A0001108,2022년,01월,서울,금천구,대득에너지(금천셀프주유소),서울 금천구  시흥대로 81 (시흥동),GS칼텍스,셀프,1813.87,1640.81,1457.9,
A0010154,2022년,01월,서울,성동구,동일주유소,서울 성동구 광나루로 254 (성수동2가),현대오일뱅크,일반,2189.0,1948.0,1747.0,1342.0
A0000228,2022년,01월,서울,용산구,에너비스,서울 용산구 한남대로 82 (한남동),SK에너지,일반,2368.9,2140.19,1975.48,
A0009676,2022년,01월,서울,도봉구,(주)자연에너지 햇살주유소,서울 도봉구 방학로 142 (방학동),현대오일뱅크,셀프,1789.81,1573.13,1403.29,
A0000826,2022년,01월,서울,구로구,JHC에너지,서울 구로구 시흥대로 539,현대오일뱅크,일반,,1634.48,1474.48,
A0001089,2022년,01월,서울,관악구,현대주유소,서울 관악구 난곡로 108 (신림동),현대오일뱅크,일반,,1688.0,1507.03,
A0009279,2022년,01월,서울,성동구,금호주유소,서울 성동구 금호로 39 (금호동4가),GS칼텍스,일반,2168.71,1896.0,1698.0,1325.0
A0000202,2022년,01월,서울,용산구,제3한강주유소,서울 용산구 한남대로 45 (한남동),GS칼텍스,일반,2228.0,1998.0,1798.0,
A0009535,2022년,01월,서울,강북구,세원주유소,서울 강북구 한천로 918 (번동),SK에너지,셀프,,1620.58,1449.61,1233.87
A0009680,2022년,01월,서울,도봉구,(주)헨지스에너지 구도일주유소 도봉,서울 도봉구 도봉로 706 (방학동),S-OIL,셀프,1897.0,1597.71,1426.1,1100.0
A0010020,2022년,01월,서울,송파구,(주)정직한주유소,서울 송파구 오금로 455 (거여동),현대오일뱅크,셀프,,1686.71,1526.71,
A0000771,2022년,01월,서울,관악구,현대오일뱅크(주)직영 문성골주유소,서울 관악구 문성로 97 (신림동),현대오일뱅크,일반,,1744.0,1582.0,1169.68
A0000086,2022년,01월,서울,성동구,경진주유소,서울 성동구 고산자로 348 (마장동),SK에너지,일반,,1712.84,1559.61,1407.74
A0000238,2022년,01월,서울,용산구,한남지점,서울 용산구 한남대로21길 4 (한남동),SK에너지,일반,2368.9,2140.19,1975.48,
A0010188,2022년,01월,서울,강동구,(주)퍼스트오일 코알라주유소,서울특별시 강동구  올림픽로 556 (성내동),S-OIL,셀프,,1709.29,1548.97,
A0001005,2022년,01월,서울,양천구,현대주유소,서울 양천구 남부순환로 372 (신월동),S-OIL,셀프,,1567.19,1395.97,
A0009349,2022년,01월,서울,성동구,SK에너지(주) 성수주유소,서울 성동구 뚝섬로 352 (성수동1가),SK에너지,일반,1823.84,1713.84,1522.87,
A0010229,2022년,01월,서울,강남구,현대오일뱅크(주) 유진주유소,서울 강남구 논현로 152 (도곡동),현대오일뱅크,일반,1852.71,1689.0,1519.0,1270.0
A0000221,2022년,01월,서울,용산구,한석주유소,서울 용산구 이촌로 164,SK에너지,일반,2281.68,2019.74,1945.42,
A0000074,2022년,01월,서울,도봉구,구도일주유소 파크빌,서울 도봉구 해등로3길 86 (창동),S-OIL,셀프,,1601.68,1428.55,1162.58
A0010010,2022년,01월,서울,송파구,(주)퍼스트오일서울주유소,서울 송파구 문정로 153,S-OIL,일반,,1697.35,1541.87,1200.0
A0001129,2022년,01월,서울,관악구,현대오일뱅크(주)직영 관악셀프주유소,서울 관악구 남부순환로 1520 (신림동),현대오일뱅크,셀프,1976.26,1649.0,1489.0,
A0000474,2022년,01월,서울,강서구,강서열린주유소,서울 강서구 등촌로 213 (등촌동),GS칼텍스,일반,,1651.23,1480.26,1350.0
A0009359,2022년,01월,서울,성동구,SK에너지(주) 군자동주유소,서울 성동구 천호대로 446 (용답동),SK에너지,일반,1817.39,1677.39,1497.71,
A0000232,2022년,01월,서울,용산구,현대오일뱅크(주)갈월동주유소,서울특별시 용산구  한강대로 322 (남영동),현대오일뱅크,일반,2304.43,1951.19,1823.45,1122.26
A0009260,2022년,01월,서울,성동구,SK세원2주유소,서울 성동구 광나루로 184 (성수동1가),SK에너지,일반,2073.16,1781.71,1649.77,
A0010177,2022년,01월,서울,강남구,대청주유소,서울 강남구 개포로 654 (일원동),SK에너지,일반,2266.0,2025.35,1903.35,1614.52
A0000983,2022년,01월,서울,양천구,형산석유(주)원주유소,서울 양천구 남부순환로 408,현대오일뱅크,일반,,1580.87,1409.55,1250.0
A0000996,2022년,01월,서울,양천구,현대오일뱅크(주)직영 양천셀프주유소,서울 양천구 목동로 17,현대오일뱅크,셀프,1857.23,1614.0,1452.0,
A0001225,2022년,01월,서울,강남구,대성석유(주)동호주유소,서울 강남구 봉은사로113길 51,GS칼텍스,일반,2074.29,1975.9,1784.16,
A0005900,2022년,01월,서울,은평구,응암주유소,서울 은평구 응암로 163,SK에너지,셀프,,1664.42,1491.19,
A0009889,2022년,01월,서울,서초구,지에스칼텍스(주)내곡주유소,서울 서초구 헌릉로 210,GS칼텍스,일반,1884.45,1736.23,1592.13,1418.32
A0009537,2022년,01월,서울,도봉구,정다운셀프주유소,서울 도봉구 도봉로 635,SK에너지,셀프,,1601.87,1439.23,
A0032712,2022년,01월,서울,구로구,개봉주유소,서울 구로구 고척로 115 (개봉동),현대오일뱅크,셀프,,1635.13,1467.71,1200.0
A0000908,2022년,01월,서울,서초구,지에스칼텍스(주)남서울주유소,서울 서초구 나루터로 83 (잠원동),GS칼텍스,일반,1901.48,1746.48,1586.39,1422.58
A0000690,2022년,01월,서울,은평구,지에스칼텍스(주)수색뉴타운주유소,서울 은평구 수색로 350 (수색동),GS칼텍스,셀프,1807.87,1632.23,1478.13,
A0009600,2022년,01월,서울,도봉구,지에스칼텍스㈜ 도봉주유소,서울 도봉구 도봉로 895 (도봉동),GS칼텍스,셀프,1807.81,1625.35,1456.26,1203.39
A0009738,2022년,01월,서울,강남구,현대오일뱅크 도곡셀프주유소,서울 강남구  남부순환로 2718 (도곡2동),현대오일뱅크,셀프,1837.71,1674.0,1504.0,
A0000655,2022년,01월,서울,관악구,CJ대한통운㈜ 신림주유소,서울 관악구 남부순환로 1515 (신림동),GS칼텍스,일반,,1776.69,1600.41,
A0009861,2022년,01월,서울,서초구,에쓰오일(주)직영 오토테크주유소,서울특별시 서초구  효령로 356 (서초동),S-OIL,셀프,1824.32,1674.32,1520.84,
A0000631,2022년,01월,서울,은평구,지에스칼텍스㈜ 녹번주유소,서울 은평구 통일로 600 (녹번동),GS칼텍스,셀프,1826.39,1636.23,1482.13,
A0010183,2022년,01월,서울,송파구,백제고분로주유소,서울 송파구 오금로 143 (방이동),SK에너지,셀프,1810.48,1687.16,1505.1,
A0001023,2022년,01월,서울,양천구,현대오일뱅크(주)직영 남부순환셀프주유소,서울 양천구 남부순환로 553 (신월동),현대오일뱅크,셀프,1897.74,1609.0,1478.0,
A0009907,2022년,01월,서울,서초구,에너지플러스허브 삼방주유소,서울 서초구 사평대로 364 (서초동),GS칼텍스,셀프,1837.61,1684.39,1504.29,
A0010136,2022년,01월,서울,노원구,SK에너지㈜직영 상계주유소,서울 노원구 노해로 527 (상계동),SK에너지,일반,,1654.35,1473.06,
A0009599,2022년,01월,서울,도봉구,지에스칼텍스㈜ 방학동주유소,서울 도봉구 방학로 186,GS칼텍스,셀프,1798.81,1607.16,1443.06,1153.39
A0000630,2022년,01월,서울,은평구,지에스칼텍스㈜ 서부주유소,서울 은평구 응암로 210 (응암동),GS칼텍스,셀프,1815.84,1636.23,1482.13,1002.9
A0001146,2022년,01월,서울,금천구,SK에너지(주) 박미주유소,서울 금천구 시흥대로 39-7 (시흥동),SK에너지,셀프,,1695.0,1515.0,1150.0
A0009881,2022년,01월,서울,서초구,양재최고주유소,서울 서초구 매헌로 72 (양재동),S-OIL,일반,,1911.13,1711.13,1200.0
A0001149,2022년,01월,서울,관악구,(주)한유에너지행운셀프주유소,서울 관악구 남부순환로 1883 (봉천동),SK에너지,셀프,2122.87,1737.87,1585.06,
A0009987,2022년,01월,서울,송파구,삼전셀프주유소,서울 송파구 백제고분로 199,SK에너지,셀프,1789.52,1644.84,1458.84,
A0000629,2022년,01월,서울,은평구,지에스칼텍스㈜ 신사제일주유소,서울 은평구 증산로 423 (신사동),GS칼텍스,셀프,1815.87,1636.06,1481.81,1003.39
A0011828,2022년,01월,서울,서초구,양재주유소,서울 서초구 바우뫼로 178,SK에너지,일반,1850.77,1688.48,1513.35,
A0009610,2022년,01월,서울,강북구,덕릉로주유소,서울 강북구 덕릉로 158 (번동),S-OIL,셀프,,1593.81,1421.55,
A0032674,2022년,01월,서울,도봉구,한이에너지(주) 쌍문주유소,서울 도봉구 도봉로 547 (쌍문동),S-OIL,셀프,,1598.61,1424.74,
A0009705,2022년,01월,서울,강남구,대교셀프주유소,서울 강남구 강남대로 640 (신사동),SK에너지,셀프,1882.58,1701.29,1537.1,
A0000704,2022년,01월,서울,은평구,코끼리주유소,서울 은평구 서오릉로 41 (녹번동),자가상표,일반,,1714.13,1515.42,
A0001144,2022년,01월,서울,관악구,SK에너지(주) 신봉천,서울 관악구 남부순환로 1880 (봉천동),SK에너지,일반,1851.77,1715.77,1549.97,1106.74
A0009837,2022년,01월,서울,강남구,일원주유소,서울 강남구 양재대로55길 3 (일원동),S-OIL,셀프,,1714.35,1559.0,1260.0
A0000991,2022년,01월,서울,양천구,현대오일뱅크(주)직영 신목동셀프주유소,서울 양천구 목동동로10길 13,현대오일뱅크,셀프,1918.71,1698.0,1547.0,
A0010037,2022년,01월,서울,송파구,방이주유소,서울 송파구 위례성대로12길 38 (방이동),SK에너지,일반,,1660.9,1484.13,
A0033131,2022년,01월,서울,은평구,뉴타운셀프주유소,서울 은평구 통일로 1031,S-OIL,셀프,,1649.97,1479.32,
A0009913,2022년,01월,서울,서초구,현대오일뱅크(주)직영 서초제일주유소,서울 서초구 사임당로 116 (서초동),현대오일뱅크,일반,1869.19,1683.65,1528.97,
A0010146,2022년,01월,서울,도봉구,동일석유(주) 창동주유소,서울 도봉구  도봉로 434 (창동),SK에너지,셀프,,1623.32,1451.39,
A0009939,2022년,01월,서울,송파구,대성주유소,서울 송파구 마천로 230 (마천동),SK에너지,일반,,1673.81,1492.19,1188.97
A0001145,2022년,01월,서울,관악구,대양석유(주)직영 보라매주유소,서울 관악구  보라매로 26 (봉천동),SK에너지,셀프,,1679.52,1481.74,
A0033214,2022년,01월,서울,강서구,대성석유(주)방화대성주유소,서울 강서구 양천로 176,GS칼텍스,셀프,1881.45,1681.45,1527.26,
A0000683,2022년,01월,서울,은평구,대성산업㈜ 대성주유소,서울 은평구 통일로 642,GS칼텍스,셀프,1846.06,1634.35,1472.23,
A0000917,2022년,01월,서울,서초구,현대오일뱅크(주)직영 방배현대주유소,서울 서초구 동작대로 182 (방배동),현대오일뱅크,일반,1828.23,1685.74,1518.0,1100.0
A0009799,2022년,01월,서울,강동구,강동주유소,서울 강동구 양재대로 1509 (길동),SK에너지,일반,2518.0,2258.0,2057.0,1447.0
